-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     130.750ms         0.49%     130.750ms     326.059us           401  
                           _causal_conv1d_update_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     129.639ms         0.49%     129.639ms      10.550us         12288  
                   execute_context_0(0)_generation_1(1)         0.00%       0.000us         0.00%       0.000us       0.000us     126.337ms         0.48%     126.337ms      63.169ms             2  
triton_red_fused__to_copy_add_fused_add_rms_norm_per...         0.00%       0.000us         0.00%       0.000us       0.000us     118.751ms         0.45%     118.751ms       9.479us         12528  
     triton_red_fused__to_copy_add_fused_add_rms_norm_3         0.00%       0.000us         0.00%       0.000us       0.000us     107.386ms         0.40%     107.386ms      12.858us          8352  
triton_poi_fused__to_copy__unsafe_view_add_clone_mea...         0.00%       0.000us         0.00%       0.000us       0.000us     101.713ms         0.38%     101.713ms       8.119us         12528  
                                       vllm::all_reduce         0.10%      24.934ms         0.14%      34.137ms     131.804us      94.506ms         0.36%      97.716ms     377.282us           259  
                  execute_context_1(70)_generation_0(0)         0.00%       0.000us         0.00%       0.000us       0.000us      94.380ms         0.35%      94.380ms       1.452ms            65  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us      94.327ms         0.35%      94.327ms       7.558us         12480  
                 execute_context_0(0)_generation_28(28)         0.00%       0.000us         0.00%       0.000us       0.000us      92.609ms         0.35%      92.609ms      46.305ms             2  
                                     chunk_fwd_kernel_o         0.00%       0.000us         0.00%       0.000us       0.000us      68.016ms         0.26%      68.016ms     283.398us           240  
         chunk_gated_delta_rule_fwd_kernel_h_blockdim64         0.00%       0.000us         0.00%       0.000us       0.000us      62.964ms         0.24%      62.964ms     262.351us           240  
              triton_per_fused__to_copy_mean_pow_view_0         0.00%       0.000us         0.00%       0.000us       0.000us      58.966ms         0.22%      58.966ms       4.707us         12528  
     triton_red_fused__to_copy_add_fused_add_rms_norm_2         0.00%       0.000us         0.00%       0.000us       0.000us      53.764ms         0.20%      53.764ms      12.875us          4176  
triton_red_fused__to_copy_add_fused_add_rms_norm_per...         0.00%       0.000us         0.00%       0.000us       0.000us      53.566ms         0.20%      53.566ms      12.827us          4176  
                                       cuLaunchKernelEx         0.15%      37.561ms         1.53%     380.940ms      84.804us      46.150ms         0.17%      65.878ms      14.666us          4492  
triton_red_fused__to_copy_add_fused_add_rms_norm_per...         0.00%       0.000us         0.00%       0.000us       0.000us      37.031ms         0.14%      37.031ms       8.868us          4176  
                                    Command Buffer Full         6.43%        1.597s         6.43%        1.597s     640.810us      36.114ms         0.14%      36.118ms      14.494us          2492  
                                        reduce_segments         0.00%       0.000us         0.00%       0.000us       0.000us      33.731ms         0.13%      33.731ms       8.235us          4096  
                                        cudaEventRecord         0.02%       5.252ms         0.02%       5.252ms       1.277us      31.477ms         0.12%      31.477ms       7.651us          4114  
void cublasLt::splitKreduce_kernel<32, 16, int, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us      27.961ms         0.11%      27.961ms       2.258us         12384  
                    merge_16x16_to_64x64_inverse_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      27.140ms         0.10%      27.140ms     113.085us           240  
                               cudaStreamGetCaptureInfo         0.01%       1.736ms         0.01%       1.736ms       0.842us      26.907ms         0.10%      26.907ms      13.043us          2063  
                                       cudaLaunchKernel         0.37%      92.961ms         2.08%     515.810ms      41.682us      26.329ms         0.10%      37.927ms       3.065us         12375  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us      24.254ms         0.09%      24.254ms      34.306us           707  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      22.361ms         0.08%      22.361ms      93.170us           240  
                                     triton_poi_fused_4         0.00%       0.000us         0.00%       0.000us       0.000us      20.933ms         0.08%      20.933ms       1.671us         12528  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      19.636ms         0.07%      19.636ms      81.818us           240  
                              _causal_conv1d_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      17.392ms         0.07%      17.392ms      72.468us           240  
                                    cudaStreamWaitEvent         0.03%       6.350ms         0.03%       6.350ms       1.452us      16.821ms         0.06%      16.821ms       3.847us          4373  
                                         cuLaunchKernel         0.07%      18.555ms         1.07%     264.825ms     124.917us      15.931ms         0.06%      18.786ms       8.861us          2120  
                               recompute_w_u_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      15.561ms         0.06%      15.561ms      64.839us           240  
          fused_sigmoid_gating_delta_rule_update_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      15.013ms         0.06%      15.013ms     156.384us            96  
                               triton_poi_fused_zeros_5         0.00%       0.000us         0.00%       0.000us       0.000us      14.075ms         0.05%      14.075ms       1.685us          8352  
triton_poi_fused__to_copy_add_cat_clone_rms_norm_sli...         0.00%       0.000us         0.00%       0.000us       0.000us      12.775ms         0.05%      12.775ms       3.059us          4176  
                         reshape_and_cache_kernel_flash         0.00%       0.000us         0.00%       0.000us       0.000us      11.780ms         0.04%      11.780ms       2.821us          4176  
                                     triton_poi_fused_7         0.00%       0.000us         0.00%       0.000us       0.000us      11.779ms         0.04%      11.779ms       2.821us          4176  
triton_poi_fused_mul_per_token_group_fp8_quant_sigmo...         0.00%       0.000us         0.00%       0.000us       0.000us      11.359ms         0.04%      11.359ms       2.720us          4176  
triton_poi_fused_arange_bitwise_and_eq_index_lt_rema...         0.00%       0.000us         0.00%       0.000us       0.000us      10.887ms         0.04%      10.887ms       2.607us          4176  
void vllm::scaled_fp8_quant_kernel_strided_group_sha...         0.00%       0.000us         0.00%       0.000us       0.000us      10.736ms         0.04%      10.736ms       2.571us          4176  
                                     triton_red_fused_5         0.00%       0.000us         0.00%       0.000us       0.000us      10.557ms         0.04%      10.557ms       2.528us          4176  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      10.534ms         0.04%      10.534ms       3.739us          2817  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      10.160ms         0.04%      10.160ms      42.332us           240  
                                         cudaEventQuery         0.03%       8.107ms         0.03%       8.107ms       4.218us      10.111ms         0.04%      10.111ms       5.260us          1922  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       9.686ms         0.04%       9.686ms       2.621us          3696  
                                _fused_post_conv_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       9.274ms         0.03%       9.274ms      38.643us           240  
                        chunk_scaled_dot_kkt_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       9.000ms         0.03%       9.000ms      37.501us           240  
                                    cudaLaunchKernelExC         0.03%       6.579ms         2.07%     514.145ms     595.075us       7.644ms         0.03%       9.472ms      10.964us           864  
                               triton_poi_fused_zeros_4         0.00%       0.000us         0.00%       0.000us       0.000us       6.437ms         0.02%       6.437ms       1.644us          3915  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us       6.367ms         0.02%       6.367ms       3.575us          1781  
                                    cudaGetFuncBySymbol         0.01%       1.991ms         0.01%       1.991ms       1.933us       6.111ms         0.02%       6.111ms       5.933us          1030  
                               cudaEventRecordWithFlags         0.01%       3.639ms         0.01%       3.639ms       3.293us       5.871ms         0.02%       5.871ms       5.313us          1105  
                                     triton_poi_fused_3         0.00%       0.000us         0.00%       0.000us       0.000us       5.705ms         0.02%       5.705ms       1.457us          3915  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       4.395ms         0.02%       4.395ms      45.783us            96  
                                           Buffer Flush         0.07%      16.562ms         0.08%      19.271ms     520.824us       4.342ms         0.02%      36.161ms     977.331us            37  
void cutlass::Kernel2<enable_sm89_to_sm90<cutlass::g...         0.00%       0.000us         0.00%       0.000us       0.000us       3.944ms         0.01%       3.944ms       1.315ms             3  
                                 _zero_kv_blocks_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       3.310ms         0.01%       3.310ms       1.103ms             3  
                                           aten::gather         0.06%      14.264ms         0.11%      27.041ms      25.976us       2.851ms         0.01%       2.933ms       2.817us          1041  
                       chunk_local_cumsum_scalar_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       2.818ms         0.01%       2.818ms      11.741us           240  
                                 cudaDeviceGetAttribute         0.00%     810.714us         0.00%     810.714us       1.142us       2.596ms         0.01%       2.596ms       3.656us           710  
triton_red_fused__to_copy_add_per_token_group_fp8_qu...         0.00%       0.000us         0.00%       0.000us       0.000us       2.577ms         0.01%       2.577ms       9.874us           261  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       2.126ms         0.01%       2.126ms       8.857us           240  
                                              aten::add         0.06%      15.860ms         0.12%      29.149ms      18.356us       2.004ms         0.01%       2.014ms       1.268us          1588  
                                     aten::masked_fill_         0.01%       3.045ms         0.02%       5.810ms      18.925us       2.003ms         0.01%       2.003ms       6.524us           307  
                                            aten::index         0.07%      17.873ms         0.17%      41.715ms      73.441us       1.940ms         0.01%       2.692ms       4.740us           568  
                            ChunkGatedDeltaRuleFunction         0.08%      20.982ms         0.11%      27.031ms     563.138us       1.934ms         0.01%       1.992ms      41.498us            48  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.889ms         0.01%       1.889ms       7.295us           259  
void at::native::_scatter_gather_elementwise_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us       1.698ms         0.01%       1.698ms       2.169us           783  
                                              aten::sub         0.06%      14.012ms         0.14%      35.938ms      28.613us       1.414ms         0.01%       1.431ms       1.140us          1256  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.379ms         0.01%       1.379ms      14.074us            98  
                 _C::dynamic_per_token_scaled_fp8_quant         0.02%       4.742ms         0.03%       7.446ms      28.750us       1.346ms         0.01%       1.353ms       5.223us           259  
void vllm::dynamic_per_token_scaled_fp8_quant_kernel...         0.00%       0.000us         0.00%       0.000us       0.000us       1.346ms         0.01%       1.346ms       5.197us           259  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.313ms         0.00%       1.313ms       6.837us           192  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.296ms         0.00%       1.296ms       1.634us           793  
                                     aten::floor_divide         0.03%       6.294ms         0.07%      17.737ms      21.526us       1.272ms         0.00%       1.275ms       1.548us           824  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.272ms         0.00%       1.272ms       1.624us           783  
                                  cudaStreamIsCapturing         0.02%       3.870ms         0.02%       3.870ms       0.728us       1.114ms         0.00%       1.114ms       0.209us          5319  
                                           aten::clamp_         0.03%       6.799ms         0.06%      15.004ms      19.162us       1.068ms         0.00%       1.071ms       1.367us           783  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.068ms         0.00%       1.068ms       1.364us           783  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.020ms         0.00%       1.020ms       1.301us           784  
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     968.916us         0.00%     968.916us       3.741us           259  
                                           aten::arange         0.04%       9.192ms         0.16%      40.079ms      17.113us     888.834us         0.00%       1.788ms       0.763us          2342  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 24.838s
Self CUDA time total: 26.587s

