-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void vllm::dynamic_per_token_scaled_fp8_quant_kernel...         0.00%       0.000us         0.00%       0.000us       0.000us       1.401ms         0.01%       1.401ms       5.411us           259  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.351ms         0.01%       1.351ms       1.703us           793  
                                     aten::floor_divide         0.03%       6.221ms         0.07%      17.476ms      21.209us       1.334ms         0.01%       1.338ms       1.623us           824  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.334ms         0.01%       1.334ms       1.703us           783  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.284ms         0.00%       1.284ms      13.106us            98  
                                           aten::clamp_         0.03%       6.786ms         0.06%      15.013ms      19.174us       1.114ms         0.00%       1.118ms       1.427us           783  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.114ms         0.00%       1.114ms       1.423us           783  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.066ms         0.00%       1.066ms       1.359us           784  
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       1.019ms         0.00%       1.019ms       3.936us           259  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     992.475us         0.00%     992.475us       5.169us           192  
                                           aten::arange         0.04%       9.079ms         0.16%      39.338ms      16.797us     928.474us         0.00%       1.868ms       0.798us          2342  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us     928.474us         0.00%     928.474us       1.186us           783  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     838.043us         0.00%     838.043us       3.211us           261  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us     683.455us         0.00%     683.455us       2.639us           259  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 24.868s
Self CUDA time total: 26.558s

