-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      43.303ms         0.42%      43.303ms      37.590us          1152  
                              _causal_conv1d_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      33.309ms         0.33%      33.309ms      86.743us           384  
                               recompute_w_u_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      30.516ms         0.30%      30.516ms      79.470us           384  
                                       vllm::all_reduce         0.01%     746.252us         0.04%       2.627ms     375.322us      28.187ms         0.28%      30.362ms       4.337ms             7  
                                _fused_post_conv_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      20.186ms         0.20%      20.186ms      52.566us           384  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      17.906ms         0.18%      17.906ms     118.583us           151  
                                               aten::mm         0.01%     417.655us         0.01%     504.088us      72.013us      17.171ms         0.17%      17.171ms       2.453ms             7  
                                  layer_norm_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      15.496ms         0.15%      15.496ms      29.349us           528  
                        chunk_scaled_dot_kkt_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      13.852ms         0.14%      13.852ms      36.072us           384  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      13.502ms         0.13%      13.502ms      30.548us           442  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      10.529ms         0.10%      10.529ms      12.919us           815  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.078ms         0.09%       9.078ms      23.640us           384  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       8.572ms         0.08%       8.572ms      21.924us           391  
triton_poi_fused_mul_per_token_group_fp8_quant_sigmo...         0.00%       0.000us         0.00%       0.000us       0.000us       7.099ms         0.07%       7.099ms      40.337us           176  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us       6.984ms         0.07%       6.984ms      36.377us           192  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       6.469ms         0.06%       6.469ms      16.847us           384  
                               triton_poi_fused_zeros_2         0.00%       0.000us         0.00%       0.000us       0.000us       6.324ms         0.06%       6.324ms      17.966us           352  
                         reshape_and_cache_kernel_flash         0.00%       0.000us         0.00%       0.000us       0.000us       5.921ms         0.06%       5.921ms      33.641us           176  
                                     triton_red_fused_3         0.00%       0.000us         0.00%       0.000us       0.000us       5.891ms         0.06%       5.891ms      33.471us           176  
                       chunk_local_cumsum_scalar_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       5.804ms         0.06%       5.804ms      15.115us           384  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.433ms         0.05%       5.433ms      14.148us           384  
triton_poi_fused__to_copy_add_cat_clone_rms_norm_sli...         0.00%       0.000us         0.00%       0.000us       0.000us       5.224ms         0.05%       5.224ms      29.681us           176  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.010ms         0.05%       5.010ms      13.047us           384  
                                     triton_poi_fused_2         0.00%       0.000us         0.00%       0.000us       0.000us       4.663ms         0.05%       4.663ms      26.497us           176  
                                     triton_poi_fused_5         0.00%       0.000us         0.00%       0.000us       0.000us       4.280ms         0.04%       4.280ms      24.317us           176  
                                    Command Buffer Full        59.75%        3.769s        59.76%        3.769s     999.588us       3.705ms         0.04%       4.337ms       1.150us          3771  
                               triton_poi_fused_zeros_3         0.00%       0.000us         0.00%       0.000us       0.000us       2.547ms         0.02%       2.547ms      15.433us           165  
void vllm::scaled_fp8_quant_kernel_strided_group_sha...         0.00%       0.000us         0.00%       0.000us       0.000us       2.478ms         0.02%       2.478ms      14.081us           176  
                                         cudaEventQuery         0.09%       5.594ms         0.09%       5.594ms       4.650us       2.432ms         0.02%       2.432ms       2.022us          1203  
                                            aten::copy_         0.05%       3.321ms         1.40%      88.381ms      78.561us       1.802ms         0.02%       1.962ms       1.744us          1125  
triton_poi_fused_arange_bitwise_and_eq_index_lt_rema...         0.00%       0.000us         0.00%       0.000us       0.000us       1.745ms         0.02%       1.745ms       9.913us           176  
               triton_red_fused__to_copy_add_rms_norm_1         0.00%       0.000us         0.00%       0.000us       0.000us       1.566ms         0.02%       1.566ms     142.320us            11  
                                    batch_memcpy_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       1.419ms         0.01%       1.419ms     473.136us             3  
                                              aten::cat         0.01%     405.511us         0.07%       4.500ms      59.206us       1.321ms         0.01%       3.222ms      42.390us            76  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.321ms         0.01%       1.321ms     330.141us             4  
                                     aten::masked_fill_         1.17%      73.729ms         1.40%      88.285ms      12.612ms       1.203ms         0.01%       1.801ms     257.218us             7  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.203ms         0.01%       1.203ms     171.797us             7  
fused_recurrent_gated_delta_rule_packed_decode_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us       1.142ms         0.01%       1.142ms       7.929us           144  
                                        cudaEventRecord         0.09%       5.794ms         0.09%       5.794ms       1.122us       1.025ms         0.01%       1.025ms       0.199us          5162  
                                       vllm::all_gather         0.01%     653.636us         0.02%       1.014ms     144.789us     884.122us         0.01%       1.027ms     146.733us             7  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us     884.122us         0.01%     884.122us     126.303us             7  
                                           Buffer Flush         0.01%     924.165us         0.02%       1.530ms     191.291us     780.570us         0.01%     810.202us     101.275us             8  
                                           aten::gather         0.01%     547.148us         0.49%      30.612ms     827.354us     671.003us         0.01%     709.914us      19.187us            37  
void cublasLt::splitKreduce_kernel<32, 16, int, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us     618.165us         0.01%     618.165us       3.220us           192  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us     596.027us         0.01%     596.027us     149.007us             4  
                                  Lazy Function Loading         0.01%     664.127us         0.01%     664.127us      41.508us     562.554us         0.01%     562.554us      35.160us            16  
                                 _zero_kv_blocks_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     439.642us         0.00%     439.642us     109.910us             4  
                           _causal_conv1d_update_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     321.629us         0.00%     321.629us       2.234us           144  
                                       cuLaunchKernelEx         0.87%      54.920ms        29.59%        1.867s     274.041us     309.757us         0.00%       2.485ms       0.365us          6812  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     204.764us         0.00%     204.764us       0.970us           211  
                                              aten::sub         0.04%       2.347ms         0.28%      17.699ms      43.063us     171.297us         0.00%     195.393us       0.475us           411  
                               triton_poi_fused_zeros_0         0.00%       0.000us         0.00%       0.000us       0.000us     129.600us         0.00%     129.600us      11.782us            11  
                                        reduce_segments         0.00%       0.000us         0.00%       0.000us       0.000us     109.054us         0.00%     109.054us       2.272us            48  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      89.024us         0.00%      89.024us       1.391us            64  
                                            aten::fill_         0.01%     646.651us         0.10%       6.392ms      26.521us      77.371us         0.00%      87.097us       0.361us           241  
void at::native::_scatter_gather_elementwise_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us      74.976us         0.00%      74.976us       2.272us            33  
                                              aten::add         0.01%     922.529us         0.14%       9.035ms      86.046us      68.352us         0.00%      81.760us       0.779us           105  
                                             aten::sub_         0.01%     413.293us         0.05%       2.966ms      26.478us      67.811us         0.00%      79.747us       0.712us           112  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      67.228us         0.00%      67.228us       1.201us            56  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      66.944us         0.00%      66.944us       1.366us            49  
                                           aten::argmax         0.00%     192.440us         0.01%     348.535us      49.791us      65.500us         0.00%      65.500us       9.357us             7  
                                            aten::index         0.01%     415.761us         0.02%       1.280ms      91.458us      63.134us         0.00%      97.629us       6.973us            14  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      60.158us         0.00%      60.158us       8.594us             7  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      58.652us         0.00%      58.652us       1.892us            31  
                                     aten::floor_divide         0.01%     533.362us         0.03%       2.207ms      21.015us      54.593us         0.00%      59.777us       0.569us           105  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      54.593us         0.00%      54.593us       1.654us            33  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      54.015us         0.00%      54.015us       1.688us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      53.954us         0.00%      53.954us       1.383us            39  
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      48.096us         0.00%      48.096us       6.871us             7  
                                           aten::clamp_         0.00%     309.860us         0.17%      10.994ms     333.156us      47.421us         0.00%      53.501us       1.621us            33  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      47.421us         0.00%      47.421us       1.437us            33  
                                           aten::arange         0.01%     490.402us         0.08%       4.874ms      42.751us      38.497us         0.00%      87.362us       0.766us           114  
void (anonymous namespace)::elementwise_kernel_with_...         0.00%       0.000us         0.00%       0.000us       0.000us      38.497us         0.00%      38.497us       1.167us            33  
                                               aten::gt         0.01%     513.555us         0.02%       1.482ms      16.844us      38.463us         0.00%      50.430us       0.573us            88  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      38.463us         0.00%      38.463us       1.603us            24  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      34.430us         0.00%      34.430us       4.919us             7  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      30.659us         0.00%      30.659us       1.277us            24  
                                    cudaStreamWaitEvent         0.11%       7.220ms         0.11%       7.220ms       1.397us      26.273us         0.00%      26.273us       0.005us          5169  
                                       cudaLaunchKernel         0.88%      55.314ms        23.08%        1.456s     277.849us      23.615us         0.00%       2.698ms       0.515us          5239  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      22.272us         0.00%      22.272us       3.182us             7  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      12.864us         0.00%      12.864us       1.838us             7  
                                    cudaLaunchKernelExC         0.20%      12.657ms         2.75%     173.251ms     100.261us      10.528us         0.00%      10.528us       0.006us          1728  
                                         cuLaunchKernel         0.32%      20.401ms         5.96%     376.264ms     157.697us       9.984us         0.00%       9.984us       0.004us          2386  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.308s
Self CUDA time total: 10.223s

