-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                         cudaEventQuery         0.07%       4.533ms         0.07%       4.533ms       3.768us       2.433ms         0.03%       2.433ms       2.022us          1203  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       2.272ms         0.02%       2.272ms       5.916us           384  
                       chunk_local_cumsum_scalar_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       1.951ms         0.02%       1.951ms       5.081us           384  
                                            aten::copy_         0.05%       3.108ms         1.45%      91.269ms      81.128us       1.815ms         0.02%       1.972ms       1.753us          1125  
               triton_red_fused__to_copy_add_rms_norm_1         0.00%       0.000us         0.00%       0.000us       0.000us       1.554ms         0.02%       1.554ms     141.232us            11  
void vllm::scaled_fp8_quant_kernel_strided_group_sha...         0.00%       0.000us         0.00%       0.000us       0.000us       1.540ms         0.02%       1.540ms       8.750us           176  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.535ms         0.02%       1.535ms       3.998us           384  
                               triton_poi_fused_zeros_3         0.00%       0.000us         0.00%       0.000us       0.000us       1.485ms         0.02%       1.485ms       8.999us           165  
                                    batch_memcpy_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       1.434ms         0.01%       1.434ms     477.969us             3  
                                              aten::cat         0.01%     420.344us         0.06%       3.577ms      47.069us       1.329ms         0.01%       2.605ms      34.281us            76  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us       1.329ms         0.01%       1.329ms     332.374us             4  
                                     aten::masked_fill_         0.65%      41.087ms         0.90%      56.735ms       8.105ms       1.216ms         0.01%       1.798ms     256.829us             7  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.216ms         0.01%       1.216ms     173.690us             7  
fused_recurrent_gated_delta_rule_packed_decode_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us       1.147ms         0.01%       1.147ms       7.965us           144  
                                       vllm::all_gather         0.01%     600.303us         0.01%     895.021us     127.860us     671.514us         0.01%     671.514us      95.931us             7  
ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsSto...         0.00%       0.000us         0.00%       0.000us       0.000us     671.514us         0.01%     671.514us      95.931us             7  
                                           aten::gather         0.01%     494.364us         0.43%      27.356ms     739.358us     671.511us         0.01%     713.461us      19.283us            37  
triton_poi_fused_arange_bitwise_and_eq_index_lt_rema...         0.00%       0.000us         0.00%       0.000us       0.000us     633.915us         0.01%     633.915us       3.602us           176  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us     595.161us         0.01%     595.161us     148.790us             4  
                                  Lazy Function Loading         0.01%     753.887us         0.01%     753.887us      47.118us     545.147us         0.01%     545.147us      34.072us            16  
                                 _zero_kv_blocks_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     443.804us         0.00%     443.804us     110.951us             4  
void cublasLt::splitKreduce_kernel<32, 16, int, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us     393.024us         0.00%     393.024us       2.047us           192  
                           _causal_conv1d_update_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     321.275us         0.00%     321.275us       2.231us           144  
                                       cuLaunchKernelEx         0.88%      55.359ms        27.61%        1.740s     255.474us     306.942us         0.00%       2.424ms       0.356us          6812  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     206.781us         0.00%     206.781us       0.980us           211  
                                              aten::sub         0.03%       2.187ms         0.26%      16.613ms      40.421us     176.258us         0.00%     202.692us       0.493us           411  
                               triton_poi_fused_zeros_0         0.00%       0.000us         0.00%       0.000us       0.000us     125.439us         0.00%     125.439us      11.404us            11  
                                        reduce_segments         0.00%       0.000us         0.00%       0.000us       0.000us     108.925us         0.00%     108.925us       2.269us            48  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      91.488us         0.00%      91.488us       1.429us            64  
                                           Buffer Flush         0.01%     851.577us         0.02%     955.314us     119.414us      87.136us         0.00%       2.546ms     318.213us             8  
                                            aten::fill_         0.01%     628.267us         0.13%       8.134ms      33.752us      79.235us         0.00%      90.563us       0.376us           241  
void at::native::_scatter_gather_elementwise_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us      76.350us         0.00%      76.350us       2.314us            33  
                                              aten::add         0.01%     844.045us         0.26%      16.230ms     154.571us      70.271us         0.00%      81.791us       0.779us           105  
                                             aten::sub_         0.01%     386.580us         0.05%       3.054ms      27.265us      69.280us         0.00%      80.224us       0.716us           112  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      68.931us         0.00%      68.931us       1.231us            56  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      68.573us         0.00%      68.573us       1.399us            49  
                                           aten::argmax         0.00%     170.350us         0.00%     302.589us      43.227us      67.072us         0.00%      67.072us       9.582us             7  
                                            aten::index         0.01%     365.936us         0.02%       1.104ms      78.886us      64.896us         0.00%      94.176us       6.727us            14  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us      61.760us         0.00%      61.760us       8.823us             7  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      61.504us         0.00%      61.504us       1.984us            31  
                                     aten::floor_divide         0.01%     506.061us         0.03%       1.917ms      18.254us      56.032us         0.00%      63.200us       0.602us           105  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      56.032us         0.00%      56.032us       1.698us            33  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us      55.681us         0.00%      55.681us       1.740us            32  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      55.203us         0.00%      55.203us       1.415us            39  
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      49.824us         0.00%      49.824us       7.118us             7  
